movie_name,char,Extraversion,Neuroticism,Agreeableness,Conscientiousness,Openness
Alone in the Dark,Carnby,0.32306598798293185,0.5747731759190126,0.484964395598816,0.4664666422861335,0.8548024132931172
Alone in the Dark,Hudgens,0.4650204552897411,0.3126358956288748,0.5051887788543217,0.394317082316825,0.8007769184073676
Amadeus,Constanze,0.415929017389746,0.5780060859385331,0.45544383472159217,0.4351405060122291,0.8187321952098928
Amadeus,Joseph,0.3150511601469636,0.26835731719435896,0.4913151254435567,0.48763993260316496,0.8381588749582024
Amadeus,Mozart,0.30029623905948016,0.4868588208524531,0.4430439584120424,0.44927415936808257,0.9021036380569594
Amadeus,Salieri,0.3893245808744109,0.3800151964228955,0.5564557266793605,0.5527808944356065,0.8408448110018447
Amelia,Amelia,0.482282522751734,0.4615539977001393,0.5199842186915674,0.5273665204816541,0.8640671656895246
Amelia,Fred,0.4918722485365241,0.2737910486577681,0.4787750768384413,0.43576949871806764,0.7759611994247555
Amelia,Gene,0.5,0.36662517876613193,0.5367307004059775,0.5156037701455458,0.8374595947816994
Amelia,George,0.46198672866687357,0.41915669851896087,0.5637209290580376,0.535198226517024,0.8563938877153422
American,Jack,0.39270790947340584,0.40998694633848076,0.4668475912679771,0.5143037797206962,0.8296445603210232
American Beauty,Lester,0.5816365195126266,0.6293653078998077,0.439353984610937,0.4353803653045878,0.8044470794428854
American Gangster,Ana,0.3171035939143196,0.5824366974209306,0.4931281951960799,0.5,0.6045186242333969
American Gangster,Frank,0.5431941102525588,0.5787023405072635,0.4098000957217645,0.4071743392346435,0.7197436670633205
American Gangster,Richie,0.48028357056513743,0.5,0.424190761611357,0.44446898640274923,0.7884801133596508
American Gangster,Rivera,0.4026182574783324,0.4851893042568269,0.3633996454537847,0.41110603638179377,0.7518560373077626
American Graffiti,Curt,0.5225829090783768,0.5640472344984953,0.4649712267785906,0.4842677307711803,0.6650751740939159
American Graffiti,John,0.41018890097967725,0.4553532336972398,0.37202989795544367,0.4147089162016382,0.65756471749912
American Graffiti,Terry,0.5376190552821091,0.40816020586420204,0.45190991262125035,0.4069271506722088,0.7513669857005916
American History X,Danny,0.6163092327877802,0.4820527556354472,0.35883115009662936,0.37152826333494215,0.7144642620176831
American History X,Derek,0.5365648220475536,0.5735188214857685,0.35491696807507406,0.3771197836988082,0.694670341569429
American History X,Seth,0.5132546051682715,0.534769664976364,0.33260437665576836,0.37250680131947705,0.7633869233924151
American Hustle,Carmine polito,0.5961556739816264,0.5,0.47359039307210615,0.4720980737317586,0.7494135987591742
American Hustle,Irving rosenfeld,0.5743287090476691,0.5615978985733308,0.43498399931024,0.45604068264426073,0.8659852213264132
American Hustle,Richie dimaso,0.6084634893733998,0.5053045843028754,0.5092091425879562,0.470762790479566,0.7716096873778847
American Milkshake,Haroon,0.6304282088969757,0.5,0.3718501039645943,0.46108541099549033,0.6455149130726124
American Milkshake,Henrietta,0.5517830094451566,0.5716966827392796,0.416559676538671,0.43632750194988446,0.575721801392384
American Milkshake,Jolie,0.5838175900866068,0.5683990702032621,0.4010441003108728,0.4659763956797758,0.7088644081537782
American Pie,Jim,0.5774693528168434,0.5320354105511491,0.4457935055487759,0.4308266791191872,0.7215084499330198
American Pie,Kevin,0.5961571325301659,0.5911741777988855,0.41028479139965013,0.5,0.6330404785787235
American Pie,Oz,0.602046803422726,0.5204023226288385,0.39560750304101533,0.38416360746435596,0.6907425024280586
American President,A.j.,0.5104964268258286,0.33872129015990143,0.4691306646914517,0.5073733696874353,0.6521506362387332
American President,Shepherd,0.5813493433615904,0.40879624617301197,0.5,0.5257362915838683,0.7208628621702264
American President,Sydney,0.5327608633608693,0.30810479667085877,0.5,0.574492379755044,0.7855260364634982
American Psycho,Bateman,0.49024584693697076,0.5848931128199674,0.41098775046351554,0.3990599510290647,0.9175839632045177
American Psycho,Kimball,0.5072820373421633,0.4771905979005437,0.560004608113362,0.5095444643285347,0.8071928929584142
American Shaolin King of Kickboxers II,Angle on drew,0.4544798073100877,0.3506574506918619,0.4432423005801079,0.40609558248409805,0.8388077347766802
American Shaolin King of Kickboxers II,D.s.,0.424970072047785,0.45974937538361826,0.3469960727103363,0.42239475560301726,0.810704146684152
American Shaolin King of Kickboxers II,Drew,0.48061102688211327,0.4243039045843767,0.4135143814947696,0.45070275682728417,0.8168178062431313
American Shaolin King of Kickboxers II,Gao,0.44587699726534513,0.28353951420337853,0.426238738347515,0.4487928040422465,0.7367908804915888
American Shaolin King of Kickboxers II,San de,0.48640544309868183,0.3319803256933342,0.42734913880867526,0.5,0.7973392985567287
American Sniper,Biggles,0.5,0.40050821392744856,0.33636620622921143,0.33230884600203237,0.7997775534215249
American Sniper,Chris,0.5214586420272374,0.46464910511439594,0.42065768703242357,0.405360442390478,0.6918852112514695
American Sniper,Marc lee,0.520443835880889,0.27364689649661855,0.44581902630213077,0.4322725143899439,0.716787521594667
American Sniper,Taya,0.5338476354464905,0.5753259659720871,0.45135992579799183,0.44792014530421487,0.6130728601490367
American Splendor,Harvey,0.48669768533473584,0.5862931308279182,0.4519526142811876,0.3672040191543994,0.8146760248031246
American Splendor,Joyce,0.4928556444642545,0.523623631854376,0.4401780998401427,0.38469360251551826,0.7895976731074517
American Werewolf in London,Alex,0.4382848267911956,0.5607567961704848,0.4904898002928771,0.4472528191518415,0.7196220790862748
American Werewolf in London,David,0.47415154577768326,0.5727226223794525,0.469004998541633,0.39258629517645477,0.8162236841915349
Amityville Asylum,Delaney,0.4816280698137589,0.44239411601327006,0.5497041221736991,0.5447831258258788,0.7756261748564899
Amityville Asylum,Lisa,0.5335889524697279,0.6283145567181189,0.4792620727776499,0.40654914052440205,0.8506566171042866
Amour,Georges,0.4314027432088526,0.6946615578238378,0.5362171564716036,0.5884243103523695,0.7584438725481529
An Education,David,0.4644013236526863,0.48506530818216165,0.5188622608910612,0.5051304092767149,0.7993837935910348
An Education,Jenny,0.5068017176563758,0.6216948722473209,0.4738197760156552,0.5212088197607355,0.7501387694383148
Analyze That,Ben,0.4323241608594272,0.5673910002907843,0.45732304938694057,0.44909800790756366,0.8563651647947514
Analyze That,Jelly,0.3847602513601481,0.47583097422809195,0.416738954565589,0.42713705796659834,0.839371896204609
Analyze That,Laura,0.43390513894811367,0.6225611356398084,0.5658791874579517,0.5323383710701438,0.7691067554866331
Analyze That,Vitti,0.47124329741356497,0.4755623726492186,0.3991542005036287,0.43351687343830375,0.8574326935633834
Analyze This,Ben,0.41381132606261906,0.672008530923761,0.4692527580093712,0.4796110062203083,0.789033968917571
Analyze This,Jelly,0.4724312730235243,0.5,0.42111195307346133,0.43691139213943275,0.7701909698978483
Analyze This,Vitti,0.4849664589041329,0.6186187333904175,0.4019163403965055,0.45622555874781573,0.711435434985846
Anastasia,Anya,0.45706042828513316,0.5457533197984713,0.5824706200587172,0.544331323231132,0.7032582175672095
Anastasia,Dmitri,0.4782611230519622,0.4938101535450139,0.5487096680440257,0.5311726989546155,0.7229325503232836
Angel Eyes,Catch,0.5188381582418099,0.6510834521148495,0.46985812858860365,0.4671324331434332,0.6728296292524322
Angel Eyes,Sharon,0.5,0.6521636146136545,0.5230878205724916,0.49233495833444346,0.7462139695911758
Anna Karenina,Anna,0.4906348814860239,0.6689872560604895,0.5678627161665162,0.5344967875057491,0.7542046025154332
Anna Karenina,Karenin,0.4184043231449022,0.47074803575579877,0.49069230496963767,0.5592114313436032,0.6901757342354443
Anna Karenina,Levin,0.4069098178528201,0.5,0.5554453880176898,0.5,0.7705552513842102
Anna Karenina,Vronsky,0.41589807720898947,0.5,0.5541257538818148,0.5410060255524392,0.764361990506766
Annie Hall,Alvy,0.4684615768369446,0.6728798997831694,0.4250190432107907,0.4090213215633555,0.822170121478796
Annie Hall,Annie,0.4662232652191821,0.6489302696933592,0.4546698313512038,0.43718441701772404,0.7216083229013891
Annie Hall,Rob,0.5296910684264639,0.4697011928741908,0.5086086611088098,0.4090023427037899,0.8150097757803627
Annie Hall,Tony,0.45694945163598266,0.2924797853166478,0.5251029461961834,0.47675726057299206,0.8431464267315048
Anniversary Party,Joe,0.6612665264574586,0.642610402514157,0.5070822208146928,0.4927939286177828,0.8319158113333855
Anniversary Party,Sally,0.614277129090673,0.7113464847972474,0.5091563696292516,0.5327723137061393,0.8203218291045097
Anonymous,Jonson,0.4206587809075561,0.3746049117391691,0.40822708798194,0.39542827173292266,0.8536492037429992
Anonymous,Oxford,0.42225687137195717,0.2831760029519054,0.42193378107101714,0.402953327631591,0.8571067159186442
Anonymous,Shakespeare,0.46078784176575993,0.4283517609068463,0.4801390039613311,0.44793384129416314,0.8131070709766649
Anonymous,William cecil,0.4937990262853586,0.4355418416652479,0.513699839099468,0.5765279947389326,0.7543924004385729
