y,kernel,gamma,C,mean_train_score,mean_test_score,score_gap,best_score,best_params
cCON,linear,scale,1.0,0.6266463311982428,0.5582471245903746,0.06839920660786813,0.5587521686050246,1.114661130737398
cCON,linear,scale,1.0156280663718715,0.6268994155891006,0.5582471245903746,0.06865229099872594,0.5587521686050246,1.114661130737398
cCON,linear,scale,1.0315003692022668,0.627152740478271,0.5567268521493285,0.07042588832894248,0.5587521686050246,1.114661130737398
cCON,linear,scale,1.04762072543477,0.6276593100905075,0.5567268521493285,0.07093245794117897,0.5587521686050246,1.114661130737398
cCON,linear,scale,1.063993011664413,0.6286726898132932,0.5562205230354045,0.07245216677788868,0.5587521686050246,1.114661130737398
cCON,linear,scale,1.080621165069912,0.6294325843147,0.5567268521493285,0.07270573216537146,0.5587521686050246,1.114661130737398
cCON,linear,scale,1.0975091843604738,0.6306990484283436,0.5577395103771765,0.07295953805116706,0.5587521686050246,1.114661130737398
cCON,linear,scale,1.114661130737398,0.63234525937743,0.5587521686050246,0.07359309077240539,0.5587521686050246,1.114661130737398
cCON,linear,scale,1.1320811288707076,0.6325985041004962,0.5582471245903745,0.07435137951012172,0.5587521686050246,1.114661130737398
cCON,linear,scale,1.1497733678910422,0.6334851412125925,0.5572344663625264,0.07625067485006609,0.5587521686050246,1.114661130737398
cCON,linear,scale,1.1677421023970538,0.6341184534355184,0.5562218081346784,0.07789664530084006,0.5587521686050246,1.114661130737398
cCON,linear,scale,1.185991653478544,0.6348785082691336,0.5557154790207544,0.07916302924837926,0.5587521686050246,1.114661130737398
cCON,linear,scale,1.2045264097555923,0.6353849977152659,0.5541952065797082,0.08118979113555769,0.5587521686050246,1.114661130737398
cCON,linear,scale,1.223350828433925,0.6366515419950136,0.5536888774657843,0.08296266452922929,0.5587521686050246,1.114661130737398
cCON,linear,scale,1.2424694363767745,0.6374112761642122,0.5531812632525863,0.0842300129116259,0.5587521686050246,1.114661130737398
cCON,linear,scale,1.2618868311934928,0.6384245757208937,0.5526736490393882,0.08575092668150552,0.5587521686050246,1.114661130737398
cCON,linear,scale,1.2816076823451754,0.6394377951114709,0.5531786930540384,0.08625910205743248,0.5587521686050246,1.114661130737398
cCON,linear,scale,1.3016367322675664,0.641210828837351,0.5546976803958106,0.08651314844154046,0.5587521686050246,1.114661130737398
cCON,linear,scale,1.32197879751151,0.6423506305064093,0.5541900661826127,0.0881605643237966,0.5587521686050246,1.114661130737398
cCON,linear,scale,1.342638769901227,0.6432371874524013,0.5552027244104606,0.08803446304194074,0.5587521686050246,1.114661130737398
cCON,linear,scale,1.3636216177106915,0.6441235840661851,0.5557090535243846,0.08841453054180048,0.5587521686050246,1.114661130737398
cCON,linear,scale,1.384932386858393,0.6446302338445259,0.5531774079547643,0.09145282588976156,0.5587521686050246,1.114661130737398
cCON,linear,scale,1.4065762021207706,0.6462766051258206,0.5521660348261903,0.09411057029963033,0.5587521686050246,1.114661130737398
cCON,linear,scale,1.428558268364609,0.6471633224040211,0.5501420034697679,0.09702131893425314,0.5587521686050246,1.114661130737398
cCON,linear,scale,1.4508838717986972,0.6476699721823618,0.548621731028722,0.09904824115363975,0.5587521686050246,1.114661130737398
cCON,linear,scale,1.4735583812450452,0.6493164236297609,0.5465964145730258,0.10272000905673517,0.5587521686050246,1.114661130737398
cCON,linear,scale,1.4965872494299706,0.6502028202435446,0.5481179721133458,0.1020848481301988,0.5587521686050246,1.114661130737398
cCON,linear,scale,1.5199760142953591,0.6508360523003663,0.5481192572126197,0.10271679508774667,0.5587521686050246,1.114661130737398
cCON,linear,scale,1.54373030033042,0.6519756936372163,0.5491319154404678,0.1028437781967485,0.5587521686050246,1.114661130737398
cCON,linear,scale,1.567855819924253,0.6527358286369357,0.5501458587675898,0.10258996986934588,0.5587521686050246,1.114661130737398
cCON,linear,scale,1.5923583747395544,0.6536223855829277,0.551666131208636,0.10195625437429179,0.5587521686050246,1.114661130737398
cCON,linear,scale,1.6172438571077898,0.6542554573075412,0.55217246032256,0.10208299698498124,0.5587521686050246,1.114661130737398
cCON,linear,scale,1.642518251446172,0.6555221619194972,0.5511585169954379,0.10436364492405925,0.5587521686050246,1.114661130737398
cCON,linear,scale,1.6681876356967833,0.656155393976319,0.5521711752232861,0.10398421875303288,0.5587521686050246,1.114661130737398
cCON,linear,scale,1.6942581827881882,0.6565353813100745,0.5536914476643321,0.1028439336457424,0.5587521686050246,1.114661130737398
cCON,linear,scale,1.7207361621198887,0.6570417905901027,0.5531851185504081,0.10385667203969462,0.5587521686050246,1.114661130737398
cCON,linear,scale,1.7476279410699778,0.6575484403684434,0.55217246032256,0.10537598004588344,0.5587521686050246,1.114661130737398
cCON,linear,scale,1.7749399865263569,0.6579283475360949,0.5536927327636061,0.10423561477248877,0.5587521686050246,1.114661130737398
cCON,linear,scale,1.8026788664418798,0.6588149044820868,0.5557180492193021,0.10309685526278467,0.5587521686050246,1.114661130737398
cCON,linear,scale,1.8308512514138036,0.6594482167050127,0.554705390991454,0.10474282571355875,0.5587521686050246,1.114661130737398
cCON,linear,scale,1.859463916287923,0.6605880183740711,0.5536927327636059,0.10689528561046524,0.5587521686050246,1.114661130737398
