movie_name,char,cEXT,cNEU,cAGR,cCON,cOPN
Nine,CLAUDIA,0.4592162114825078,0.4321109250979852,0.49140742648610103,0.38912490499168967,0.7381275209488594
Slither,STARLA,0.4678259052916084,0.5219523322781131,0.43298684020979034,0.4715983839918603,0.7980441114404723
Slither,GRANT,0.5546274211374844,0.5519478320465616,0.532725976439883,0.4164866451135753,0.6085528632644192
Slither,BILL,0.6490915851012036,0.4697654228131871,0.5,0.4816606510947873,0.7360148172669992
Rear-Window,JEFF,0.441668066313525,0.5126052759886625,0.5123748636393397,0.48748926963665873,0.786136412617956
Italian-Job-The,CHARLIE,0.5120544914128615,0.47308629619936743,0.47272035803016754,0.4608298503588972,0.8304709491213714
Italian-Job-The,STELLA,0.5436414348541891,0.4440810496282468,0.5558132827568858,0.47457411143425265,0.6494155446257471
Last-Chance-Harvey,HARVEY,0.5089299054982883,0.5792144750080171,0.5086573844160589,0.5301535029899068,0.7027295380058939
Last-Chance-Harvey,KATE,0.4423224211819674,0.610700206455286,0.48684813385060166,0.55665014337381,0.741555696015161
Last-Chance-Harvey,SUSAN,0.43236605964332536,0.5,0.5990931058498447,0.5753561355707698,0.5334993002952856
Avengers-The-(2012),NICK FURY,0.43029827353358846,0.3066833839943934,0.46180655835638956,0.4464175837481235,0.8929815756050073
Avengers-The-(2012),BANNER,0.4091527888436703,0.43427927265326643,0.4842734735075276,0.44476233382211294,0.8429729048772475
Avengers-The-(2012),STEVE,0.4211853295322626,0.34561664814952525,0.4524446140667578,0.4318935337315392,0.7947618472000111
Avengers-The-(2012),TONY,0.4057279015273802,0.3770140512129885,0.4682865709393006,0.40923134203391615,0.8448880231170095
Tombstone,CURLY BILL,0.5333866689403405,0.3382097725149188,0.42714756209477645,0.3459120453752457,0.8025641259800115
Tombstone,WYATT,0.5604011254999507,0.48770584321710897,0.44124855549197517,0.4388015691739426,0.719900187401819
Tombstone,DOC,0.551957295471157,0.5720661775216055,0.44785850731231513,0.3755644760602196,0.8450138777624063
Tombstone,JOSEPHINE,0.5617800247398647,0.48043676570733723,0.5076848664731372,0.3803382063923052,0.8535629863339096
Jerry-Maguire,JERRY,0.5845347368822403,0.5222146488939226,0.46658596306531724,0.506927570511731,0.7653392271636378
Jerry-Maguire,DOROTHY,0.5,0.6446735469857348,0.48444623636242273,0.5257272289046948,0.7292644559085273
Jerry-Maguire,AVERY,0.6449186184454414,0.423747097698655,0.40393504639045075,0.4169014622969485,0.6834751444091609
Jerry-Maguire,TIDWELL,0.5966158370931395,0.41285083410345247,0.44821347554649876,0.455685786986364,0.6476931007876862
Max-Payne,MAX,0.5509378856967108,0.49256112496515003,0.47436013601193006,0.44191867496855747,0.6735965789992354
Max-Payne,MONA,0.5466881087056877,0.4422770236259163,0.49236569776257233,0.4835377981242717,0.784704909236406
Max-Payne,BB,0.5095813511291251,0.45158004176440275,0.5,0.5313700460053183,0.7853556643285928
Despicable-Me-2,LUCY,0.4851426466882199,0.4099819850701213,0.45965280488326415,0.40069330442033857,0.7885512556805689
Despicable-Me-2,AGNES,0.6113658368250865,0.5137124753131761,0.5310324627279174,0.43916454508039704,0.7278952262251113
Despicable-Me-2,GRU,0.5376938140050064,0.5945936654414513,0.43658616619842683,0.3702394025803635,0.8229083221174438
Kill-Your-Darlings,ALLEN,0.46586773541057724,0.5476008630043614,0.3942195054259227,0.40386035667655634,0.8427784619439491
Kill-Your-Darlings,LUCIEN,0.4159885289122978,0.5126007423070449,0.33560817521292396,0.3319421335339393,0.8876879521087846
Grosse-Point-Blank,MARTIN,0.5,0.5817552859486526,0.4531163332769225,0.46929785294395354,0.8026178487910485
Grosse-Point-Blank,MARCELLA,0.5370598552720587,0.45981392701704965,0.5453808368086929,0.5833230863151878,0.5931995111729933
Grosse-Point-Blank,DEBI,0.4258237605710446,0.3707104918838404,0.37527626292202787,0.39454577649085637,0.861066673367097
Simone,VIKTOR,0.4743905497945292,0.6044076937198601,0.4782453058713658,0.41005906600721853,0.9342007206220923
Simone,ELAINE,0.5,0.5387343488261005,0.4826480439619128,0.45858896818951106,0.8945248207851783
Simone,LAINEY,0.5090425172833515,0.5697598128499776,0.5767576704908971,0.570359491656074,0.8644933728702624
Smokin-Aces,MESSNER,0.4748622458358409,0.34173314880695055,0.45069332194413736,0.4315623149062371,0.8371236972085387
Smokin-Aces,SYKES,0.5446629384800699,0.37591027870141297,0.31601666201817635,0.34183718601329105,0.821637112723954
Smokin-Aces,ISRAEL,0.47020660755254867,0.5275569693081695,0.3736532468966743,0.4100309510107995,0.7690441874962353
Next-Friday,CRAIG,0.5488700039851035,0.5280290469785577,0.4524490924052614,0.47966161395844864,0.5670553849951034
Next-Friday,DAY-DAY,0.4874233208935937,0.5678595276704911,0.45395362726081545,0.44889508714981097,0.6294837288214893
Game-The,SCHUYLER,0.47586753549871885,0.6043541558458708,0.45395337150611226,0.4434155673344983,0.7781834856402557
Game-The,CHRISTINE,0.5516176907530198,0.6592127009760238,0.431728285200372,0.35883338120149805,0.8159665073974998
Game-The,DAVID,0.5241427661062048,0.6228902382427128,0.45632900591301173,0.4401804047319093,0.7844633879658671
Ghost-World,ENID,0.5499573243211957,0.6858259146596152,0.4347945816879141,0.37528115407955376,0.7697451550163804
Ghost-World,REBECCA,0.6351450048033395,0.7273964666939673,0.46823789472112376,0.36659431520303054,0.7633406119148526
Ghost-World,SEYMOUR,0.4198190639053124,0.5211274696824686,0.4765416731592722,0.4318940121864978,0.7890403390971584
Five-Easy-Pieces,RAYETTE,0.4661257048223378,0.4865477736129369,0.45286836575005623,0.38483765069180864,0.7566652631754124
Five-Easy-Pieces,BOBBY,0.37726405253547274,0.5436955356805124,0.41964306760688314,0.46253151132535253,0.6909398791960555
Prophecy-The,DAGGETT,0.47391129513461555,0.49479949491406977,0.456669134193957,0.4298747404395865,0.8022326499375932
Prophecy-The,KATHERINE,0.4403018498803197,0.526329359974916,0.4693305097961125,0.44449964563213346,0.7703640946838329
Prophecy-The,GABRIEL,0.47931742641023,0.5289154957082061,0.39115178825859886,0.3855015461798465,0.7646987376586225
Revenant-The,FITZGERALD,0.5167026102909511,0.3950311762046147,0.42001338980520103,0.4577888122916228,0.6936476416871006
Revenant-The,GLASS,0.41901529233368334,0.28170132776137863,0.45975874432030617,0.42116591615019916,0.6589880317041538
American-President-The,SHEPHERD,0.5813493433615904,0.40879624617301197,0.5,0.5257362915838683,0.7208628621702264
American-President-The,A.J.,0.5104964268258286,0.33872129015990143,0.4691306646914517,0.5073733696874353,0.6521506362387332
American-President-The,SYDNEY,0.5327608633608693,0.30810479667085877,0.5,0.574492379755044,0.7855260364634982
Visitor-The,WALTER,0.49064106145561565,0.5153002131708246,0.6084236040514318,0.5851084035696476,0.5750053981269991
Visitor-The,TAREK,0.4509258228364673,0.5319671037054039,0.5202042737070769,0.4668621433149741,0.676986220422021
Dallas-Buyers-Club,RON,0.5,0.4576148059423823,0.35738857779157024,0.38875038004974566,0.783633602226127
Dallas-Buyers-Club,EVE,0.3953857582564773,0.3725184680109476,0.36748361431394483,0.4067996288634496,0.784962312281919
Elephant-Man-The,TREVES,0.4871380221660357,0.6223528438153235,0.4734929435263906,0.5603326093332901,0.7363993518631838
Elephant-Man-The,BYTES,0.40642881611905474,0.5897122963185791,0.35915810185542235,0.3722720844434328,0.7944722711553742
Elephant-Man-The,CARR,0.5,0.4368452647032198,0.5127344864196568,0.6218791127205318,0.7401409539980051
Elephant-Man-The,MERRICK,0.4552551004637414,0.6207723710987222,0.5142763628706294,0.470482774500306,0.7558112325479086
Hotel-Rwanda,PAUL,0.46943198341463205,0.43170934476830736,0.534433825097951,0.5210075238205895,0.6806393202382012
Hotel-Rwanda,ZOZO,0.44581436354778337,0.3152082978098699,0.5513201579209361,0.4676275028148434,0.691039778732225
Hotel-Rwanda,GENERAL BIZIMUNGU,0.47284947908215114,0.2846401088988205,0.4377000034201756,0.4409145645773525,0.8217894681848371
Hotel-Rwanda,COLONEL OLIVER,0.3775828321372054,0.3659022774133278,0.5,0.5070588829904676,0.6885487941656799
Hotel-Rwanda,TATIANA,0.3690288651112252,0.467441658173249,0.5349881221213089,0.5352812512351165,0.7225639545671813
Machete,MACHETE,0.5652743034155185,0.4433538974798277,0.47689150396492064,0.4705091447631344,0.6892077096151408
Machete,ELEKTRA,0.5951257316246623,0.3372919666897464,0.47125167561872505,0.45894539131491163,0.7719594210613652
Machete,BENZ,0.5898050995517718,0.40820845331033223,0.3912098469800958,0.4112801363634027,0.7845110914748358
Pretty-Woman-(final-script),PHILIP,0.46970412109279575,0.5621104173761198,0.44293250581065285,0.44753566545371665,0.7445320586119628
Pretty-Woman-(final-script),EDWARD,0.5155386603390599,0.6092143998098803,0.5097730839685091,0.522768792573363,0.8295432812043423
Pretty-Woman-(final-script),VIVIAN,0.5737760476373784,0.6788729797655336,0.4713553879954107,0.474533009706281,0.7514220656890551
Pretty-Woman-(final-script),KIT,0.4583779295312306,0.6719519288186478,0.4763783191674711,0.46304455587754423,0.7653295924999033
Ides-of-March-The,STEPHEN,0.5915541769950363,0.44028074713851834,0.47058548091520586,0.5156801081947201,0.6854455672784271
Ides-of-March-The,GOV. MORRIS,0.5815051667609578,0.36587100276786166,0.4695566514517561,0.46233484734769587,0.7031038877350949
Being-There,CHANCE,0.39453680891804965,0.5649549080635046,0.5321640549342677,0.6106276846946052,0.7369997167985185
Being-There,EVE,0.4393517418619981,0.5511699402670244,0.5363016511590243,0.6084270895774153,0.6778182991136384
Being-There,RAND,0.5,0.4892492512130206,0.48606447053966945,0.5897906292150379,0.777920312702889
South-Park,STAN,0.5191401452399701,0.5886303850880737,0.42618065983909337,0.3709631842386397,0.7893033045613327
South-Park,KYLE,0.53063201797148,0.48953310042194426,0.4338491005463074,0.3335850257990733,0.7844380974141189
South-Park,KYLE'S MOTHER,0.5347054877109483,0.4271983054434771,0.44433126848042975,0.4140038669480585,0.7631515987826843
South-Park,CARTMAN,0.5861546144517938,0.5599771724623324,0.4193494902237108,0.3336831513358534,0.8264161926997629
South-Park,SATAN,0.46696719873130926,0.5535929881797528,0.4834575002081381,0.38455586689596716,0.7964660556014831
South-Park,SADDAM HUSSEIN,0.5814268598415937,0.6479100631100817,0.47511462247263375,0.41773741813878906,0.7218153407542284
Lincoln-Lawyer-The,MICK,0.5122621064978813,0.4135897555013298,0.4777496230441091,0.51636982407987,0.8253635512641365
Lincoln-Lawyer-The,LOUIS,0.4119926458407319,0.5102504769295853,0.4140359609465784,0.4683861079304753,0.8311298575978966
Lincoln-Lawyer-The,MAGGIE,0.5535632407415357,0.39557498231134824,0.5146531850612139,0.5,0.6725416572363735
Lincoln-Lawyer-The,TED,0.5312496378655374,0.28613340410803345,0.46463400482832545,0.5480957822508679,0.7785869602091645
Barton-Fink,BARTON,0.4899066149547319,0.5093436609662567,0.4260928478639899,0.4332234871473421,0.7932683931259658
Barton-Fink,CHARLIE,0.5149010810059131,0.6000563703566644,0.4821139499466411,0.4763516211946075,0.6931448346761329
Wolf-of-Wall-Street-The,JORDAN,0.4875046376168526,0.5514560775032215,0.39922768959555094,0.4404038395940743,0.8142178243386794
Wolf-of-Wall-Street-The,DONNIE,0.4213429189310952,0.47076137622414627,0.3919650309262063,0.39504438328181496,0.7567061134448412
Wolf-of-Wall-Street-The,NAOMI,0.562038234955087,0.6476198964985641,0.4404123618089882,0.36066749676470383,0.8157399911279463
Guardians-of-the-Galaxy-Vol-2,QUILL,0.42720375093997154,0.48962154826984844,0.38930235748621966,0.3465714901059933,0.8839609657261597
Guardians-of-the-Galaxy-Vol-2,GAMORA,0.3041790998449038,0.5219295289500882,0.368257950073569,0.33391156281666373,0.8539091197170442
Guardians-of-the-Galaxy-Vol-2,ROCKET,0.4393260321589374,0.4901960879878081,0.36085585475466875,0.339887289982949,0.8937294568856442
Ed-TV,CYNTHIA,0.5,0.54489379395171,0.47605749418443066,0.4367261978606998,0.7941588852173239
Ed-TV,ED,0.5801651762019318,0.5652487005046694,0.46817666143003966,0.46185775422482667,0.835144004383101
Ed-TV,RAY,0.5126791285014216,0.5890306724607421,0.5314360892432092,0.49083846525588026,0.8021068511060324
Ed-TV,SHARI,0.5882990145184385,0.5882667668868002,0.5,0.4667917442556841,0.5306351617477353
Ed-TV,JEANETTE,0.5,0.569119132254624,0.5,0.43120690847227905,0.6901392372336831
Honeydripper,TY,0.6123513664678939,0.36706306234078645,0.43749821148484747,0.4034876490106835,0.7746877869073773
Honeydripper,MACEO,0.5851248922748641,0.3838459593176641,0.4618276332541323,0.44351231130149116,0.7800520233655832
Wall-E,WALL-E,0.3707255472581499,0.4627459453193498,0.4598176791360122,0.3880876372964097,0.7548049092416811
Wall-E,CAPTAIN,0.33778510080386737,0.4004159415207987,0.5207319018583711,0.45264692948191554,0.7760332897120066
Airplane-2-The-Sequel,SIMON,0.48438992624420485,0.31478754738614434,0.5402443562610816,0.4653343815355631,0.7279032825529153
Airplane-2-The-Sequel,ELAINE,0.5351633018332282,0.5320710700206914,0.5197128261383606,0.488560502552784,0.8539410419252689
Airplane-2-The-Sequel,TED,0.401659738005886,0.4139431663863794,0.4701420832676435,0.4322844281746557,0.791431201674668
Airplane-2-The-Sequel,STELLA,0.5603556775341333,0.5351167692527898,0.5858389942206631,0.6193253293431815,0.5524003685526774
Airplane-2-The-Sequel,OVEUR,0.3783695868761214,0.2936806722631526,0.5,0.46401960174494283,0.7758128342408328
Airplane-2-The-Sequel,MARY,0.35799215441223675,0.21662479677077676,0.513598240671565,0.4704038612498297,0.7744820143332473
Croods-The,EEP,0.4031568312498287,0.5665379643895919,0.4242778454181898,0.5389059449377613,0.7062458633231146
Croods-The,GRUG,0.5122720363230007,0.5790174054708549,0.4647077666804107,0.4044861079528214,0.8441833402749276
Croods-The,GUY,0.42986913340678984,0.6021299128879598,0.49322055044479024,0.4093416852780096,0.8452923698969611
Clash-of-the-Titans,AMOUN,0.5152181015848621,0.3557669518154933,0.5752746411633699,0.44416007495938153,0.8130284317149401
Clash-of-the-Titans,KEPHEUS,0.43966307611622457,0.3632064183166426,0.5643776072248318,0.5172327994082394,0.6607252207397974
Clash-of-the-Titans,SPYROS,0.48544535147893303,0.5060406053531793,0.5694374512509516,0.4451980537069494,0.756002479241039
Clash-of-the-Titans,PERSEUS,0.3281782334058674,0.48108396052122676,0.5,0.39342785293396615,0.731168408531471
Clash-of-the-Titans,ANDROMEDA,0.4856105375224646,0.5170988209636503,0.5156783703218367,0.44209740853646035,0.726096372715034
Clash-of-the-Titans,VIDALIA,0.3578132592429664,0.5,0.5,0.40430412202826155,0.8368837653040542
Get-Carter,CARTER,0.4903632366792561,0.5405503036742715,0.48293397270794247,0.5200630591368103,0.6671759987457867
Get-Carter,EDNA,0.5947369880505624,0.480930138243413,0.5487382456192549,0.5067512575149238,0.6706681802929849
Fatal-Instinct,NED,0.44132015078078085,0.5741371641312274,0.46276220093280357,0.375008068330617,0.8693981014173725
Fatal-Instinct,LOLA,0.5119604696130275,0.4636094776776947,0.4160426101588506,0.4317297830024393,0.7925360839983124
Pride-and-Prejudice,MRS BENNET,0.492450128240222,0.4678530787186856,0.5475511816605237,0.5465717070173247,0.7792594197459167
Pride-and-Prejudice,ELIZABETH,0.47920607123345793,0.48246460874209235,0.5064411018893925,0.5184362702669074,0.8417961557074269
Pride-and-Prejudice,DARCY,0.5239845702435342,0.39736853433533614,0.5310161896817094,0.600802285434297,0.752238060168961
Hard-Rain,TOM,0.5177234923676924,0.4887892460913363,0.4576489309141009,0.39335075318100804,0.6711083061705451
Mission-to-Mars,WOODY,0.410359068171139,0.36160058353743657,0.48593864873806286,0.41258440809754043,0.7971084671810427
Mission-to-Mars,MCCONNELL,0.44063464861786905,0.3668056551615435,0.48288305482227467,0.4569336236531027,0.8328431617311081
50-50,ADAM,0.5255883388429343,0.6897402459525396,0.5,0.48823465138453165,0.772548866785921
50-50,RACHEL,0.4753443015229979,0.631713193461177,0.5337926078537029,0.4726802168343801,0.7632069840865584
50-50,SETH,0.5721106565437147,0.5737065236937838,0.44658747433672485,0.39074318051079926,0.8182062891321061
Dave-Barrys-Complete-Guide-to-Guys,DAVE,0.5459444471990034,0.47365627537452515,0.4416356205493035,0.4187940542130533,0.8522277441316151
Dave-Barrys-Complete-Guide-to-Guys,ELAINE,0.5199417863063559,0.621445775543384,0.513826484444626,0.5156218449939585,0.6969656520142671
Dave-Barrys-Complete-Guide-to-Guys,ROGER,0.414514238982728,0.5521967344859212,0.4190181150525374,0.45491253115589975,0.845943973656285
Dave-Barrys-Complete-Guide-to-Guys,GENE,0.39165734968305205,0.3431324443867271,0.45515976765730476,0.3582793475162007,0.8058270195429245
Dave-Barrys-Complete-Guide-to-Guys,KELLY,0.5308382393190051,0.4759519034774303,0.5,0.492024636354296,0.7503237736745254
Dave-Barrys-Complete-Guide-to-Guys,LAWYER,0.426081864382527,0.36715981878153164,0.36172196851115807,0.5074372343655352,0.7202288033861396
Dark-Knight-Rises-The,GORDON,0.4905317976063164,0.3980784866799661,0.4474360775470687,0.4545618509425174,0.7439297584273129
Dark-Knight-Rises-The,BANE,0.36165869000741574,0.4225483326323047,0.4145811295015363,0.43009878307585936,0.7890539526273764
Dark-Knight-Rises-The,ALFRED,0.4172263012334749,0.6120754950861217,0.40694267331675377,0.4603815306216313,0.8268371404141237
Dark-Knight-Rises-The,WAYNE,0.4392069036454086,0.5579645259591972,0.5186078513644335,0.4848593942694834,0.8560842900629788
Dark-Knight-Rises-The,BLAKE,0.5078627345797307,0.4385630371750411,0.4597460364681262,0.4905708245208862,0.7745981314155616
Bounty-Hunter-The,CASS,0.5893665328149315,0.5176990347420094,0.494559171753539,0.4290977084857418,0.76456446279465
Bounty-Hunter-The,MILO,0.6084725045989823,0.5424391692463024,0.469835511986838,0.44128544675789955,0.7418548571898206
In-the-Bedroom,NATALIE,0.4701410006100179,0.4870268418140201,0.46758198388295613,0.5380722979169067,0.7999994823259505
In-the-Bedroom,MATT,0.5316265083974511,0.5793974665195964,0.48870646580936467,0.469773190856874,0.8279368845068436
In-the-Bedroom,WILLIS,0.5186326894671258,0.4882835173033146,0.4117922852589444,0.44623578173819034,0.8367321290562117
In-the-Bedroom,KATIE,0.5,0.47199454415554687,0.5149369527962667,0.4412779528521817,0.6180423863459096
In-the-Bedroom,RUTH,0.5234290489774732,0.5156859437589746,0.45781281467016705,0.5,0.8243103356617648
In-the-Bedroom,RIC,0.4733319584793529,0.4708191489164577,0.4296885562014451,0.4524874520063989,0.792005952730689
In-the-Bedroom,DAVIS,0.48281213155017366,0.3350448102802605,0.43813986265443045,0.5292622397861223,0.8156995052100509
Bling-Ring-The,REBECCA,0.5302238526831667,0.5868060783909538,0.538902508887937,0.48884288003141074,0.8068766033633401
Bling-Ring-The,NICKI,0.5584276622694351,0.557073812540192,0.5848254509761273,0.444862336572549,0.8697069287675784
Bling-Ring-The,MARC,0.6080179561886339,0.6201751346194392,0.5585205575608719,0.5371477495790116,0.8102307272742264
Hard-to-Kill,STORM,0.5225485708962735,0.4350028562997407,0.4348909696187464,0.5187178356570662,0.7600309958508815
Hard-to-Kill,O'MALLEY,0.5245003434859683,0.41224753112812274,0.5,0.4659339402120559,0.7344863842179121
Hard-to-Kill,ANDY,0.43217000388496773,0.394447006538629,0.4896622063749304,0.480740267055388,0.7547836068303407
Mulholland-Drive,BETTY,0.506149441783129,0.5496330488809519,0.6032479813173821,0.535106901540909,0.6894985496283521
Mulholland-Drive,RITA,0.4333252773780891,0.5362284522053347,0.5673308254642234,0.4304960038922146,0.6496532266400229
Mulholland-Drive,ADAM,0.5404936212139732,0.4868044445058195,0.5,0.42943601693271827,0.658961734484606
GI-Jane,JORDAN,0.5380534757902082,0.36012611173665804,0.44561801893882746,0.44812874716535833,0.7848640950158373
GI-Jane,ROYCE,0.5410316888062928,0.33243583727448006,0.5131222454683013,0.4739208263268333,0.6730293571370207
GI-Jane,THE CHIEF,0.43984143142435705,0.46851635569293004,0.4412147822798203,0.4483419588505561,0.8399998006750294
Its-Complicated,JAKE,0.530321081647591,0.6441910484002985,0.5138652128830391,0.5301474817834275,0.6972783650945142
Its-Complicated,JANE,0.5439700549617812,0.6701640466943022,0.5149533138904682,0.47714933684320787,0.8085120857195222
Its-Complicated,ADAM,0.5055612583031678,0.6220675515895339,0.5750374802794074,0.573234366011319,0.7184519780275499
Three-Men-and-a-Baby,JACK,0.5057861429398618,0.634007807187837,0.5395431614073577,0.5163918307233186,0.783876597173816
Three-Men-and-a-Baby,MICHAEL,0.4895640409998913,0.7107033487722699,0.4694402465066453,0.460318801055436,0.8106079034352158
Three-Men-and-a-Baby,PETER,0.474878219400444,0.7003160876602763,0.485341844737806,0.5259453918237841,0.8457652408696711
Mr-Blandings-Builds-His-Dream-House,BILL,0.4246538467166776,0.5279378220197585,0.5,0.49394798204081264,0.7495753096507061
Mr-Blandings-Builds-His-Dream-House,JIM,0.43731876787040386,0.5904576488816446,0.5,0.5257549622028437,0.7520148487529682
Mr-Blandings-Builds-His-Dream-House,MURIEL,0.4327191462632073,0.6114330021185826,0.48338914056779847,0.5413440476881762,0.7543063839582311
The-Rage-Carrie-2,RACHEL,0.4250255311393665,0.6176042836403666,0.5497040036093837,0.46611181754684633,0.807626009050593
The-Rage-Carrie-2,MARK,0.5532984167032607,0.5127016986958192,0.4125288887533085,0.4136580749216763,0.684196909362412
The-Rage-Carrie-2,JESSE,0.5521868683498043,0.465439556623357,0.4315426215059526,0.41670802278713653,0.6350283676635562
The-Rage-Carrie-2,TRACY,0.49484841401563306,0.42570168188818874,0.36716296119388586,0.4094675262969252,0.7052413203023511
The-Rage-Carrie-2,SUE,0.40891298836714884,0.5497846014826753,0.5186553643560767,0.43648233627399885,0.7418648112210826
The-Rage-Carrie-2,BARBARA,0.3790723926934116,0.6627315762288342,0.5553475098171833,0.5578895396342446,0.6569336836636902
The-Rage-Carrie-2,MONICA,0.5588719660246313,0.5,0.47056855281498844,0.432181503619131,0.7542040609199959
Shes-Out-of-My-League,STAINER,0.6366845499538145,0.5268464539977452,0.4446742344506544,0.3637730031175443,0.8216080640437569
Shes-Out-of-My-League,KIRK,0.5819310316181665,0.5645071157636068,0.5202955144087456,0.48177538043166424,0.6822454243464541
