y,kernel,gamma,C,mean_train_score,mean_test_score,score_gap,best_score,best_params
cAGR,linear,scale,1.2589254117941673,0.658053566990805,0.5445608173231383,0.11349274966766665,0.5450671464370622,1.5336077187700117
cAGR,linear,scale,1.2798022139979537,0.6581799087709734,0.5440557733084882,0.11412413546248523,0.5450671464370622,1.5336077187700117
cAGR,linear,scale,1.3010252169108314,0.6591930479954466,0.54152155754032,0.11767149045512659,0.5450671464370622,1.5336077187700117
cAGR,linear,scale,1.3226001615907366,0.6610929846642243,0.5415215575403199,0.11957142712390434,0.5450671464370622,1.5336077187700117
cAGR,linear,scale,1.344532884299761,0.6622327863332826,0.5410152284263959,0.12121755790688671,0.5450671464370622,1.5336077187700117
cAGR,linear,scale,1.3668293180829263,0.6633725078362367,0.54,0.12337250783623666,0.5450671464370622,1.5336077187700117
cAGR,linear,scale,1.3894954943731377,0.6637524951699922,0.541012658227848,0.12273983694214419,0.5450671464370622,1.5336077187700117
cAGR,linear,scale,1.4125375446227544,0.6652720436744936,0.5430379746835443,0.12223406899094924,0.5450671464370622,1.5336077187700117
cAGR,linear,scale,1.4359617019622146,0.6660318580097963,0.5430392597828182,0.12299259822697806,0.5450671464370622,1.5336077187700117
cAGR,linear,scale,1.4597743028861678,0.6675517271787144,0.5440532031099402,0.12349852406877415,0.5450671464370622,1.5336077187700117
cAGR,linear,scale,1.4839817889675653,0.6691980984600091,0.5445595322238643,0.12463856623614478,0.5450671464370622,1.5336077187700117
cAGR,linear,scale,1.5085907086001784,0.6708443895751999,0.5435468739960162,0.12729751557918367,0.5450671464370622,1.5336077187700117
cAGR,linear,scale,1.5336077187700117,0.672237756631741,0.5450671464370622,0.1271706101946788,0.5450671464370622,1.5336077187700117
cAGR,linear,scale,1.5590395868560905,0.6732509760223182,0.5440544882092142,0.129196487813104,0.5450671464370622,1.5336077187700117
cAGR,linear,scale,1.5848931924611136,0.6740107101915169,0.5430418299813662,0.13096888021015074,0.5450671464370622,1.5336077187700117
