y,kernel,gamma,C,mean_train_score,mean_test_score,score_gap,best_score,best_params
cOPN,linear,scale,1.2589254117941673,0.6866758323245766,0.6099171110968322,0.07675872122774441,0.6119449977510762,1.3226001615907366
cOPN,linear,scale,1.2798022139979537,0.687182401936813,0.6114373835378782,0.07574501839893477,0.6119449977510762,1.3226001615907366
cOPN,linear,scale,1.3010252169108314,0.6881955411612862,0.6119437126518024,0.07625182850948387,0.6119449977510762,1.3226001615907366
cOPN,linear,scale,1.3226001615907366,0.6888289335503163,0.6119449977510762,0.07688393579924002,0.6119449977510762,1.3226001615907366
cOPN,linear,scale,1.344532884299761,0.6898421529408936,0.6109323395232281,0.07890981341766545,0.6119449977510762,1.3226001615907366
cOPN,linear,scale,1.3668293180829263,0.6903488027192343,0.6114386686371522,0.07891013408208203,0.6119449977510762,1.3226001615907366
cOPN,linear,scale,1.3894954943731377,0.689842393439206,0.6099183961961061,0.07992399724309984,0.6119449977510762,1.3226001615907366
cOPN,linear,scale,1.4125375446227544,0.6911086972206412,0.6099183961961061,0.08119030102453506,0.6119449977510762,1.3226001615907366
cOPN,linear,scale,1.4359617019622146,0.6921218364451143,0.6109310544239542,0.08119078202116004,0.6119449977510762,1.3226001615907366
cOPN,linear,scale,1.4597743028861678,0.692755068501936,0.6099171110968322,0.0828379574051038,0.6119449977510762,1.3226001615907366
cOPN,linear,scale,1.4839817889675653,0.6938948701709944,0.6099171110968322,0.08397775907416216,0.6119449977510762,1.3226001615907366
cOPN,linear,scale,1.5085907086001784,0.6947812667847781,0.6094094968836342,0.08537176990114392,0.6119449977510762,1.3226001615907366
cOPN,linear,scale,1.5336077187700117,0.6963012161198001,0.6089018826704363,0.08739933344936379,0.6119449977510762,1.3226001615907366
cOPN,linear,scale,1.5590395868560905,0.6970613511195196,0.6083955535565122,0.08866579756300741,0.6119449977510762,1.3226001615907366
cOPN,linear,scale,1.5848931924611136,0.6978211654548223,0.6078879393433143,0.089933226111508,0.6119449977510762,1.3226001615907366
