y,kernel,gamma,C,mean_train_score,mean_test_score,score_gap,best_score,best_params
cCON,linear,auto,1.0,0.6266463311982428,0.5582471245903746,0.06839920660786813,0.5587521686050246,1.108847431613395
cCON,linear,auto,1.014869629957459,0.6268994155891006,0.5582471245903746,0.06865229099872594,0.5587521686050246,1.108847431613395
cCON,linear,auto,1.02996036580999,0.627152740478271,0.5567268521493285,0.07042588832894248,0.5587521686050246,1.108847431613395
cCON,linear,auto,1.0452754953204337,0.627912634979678,0.5572331812632526,0.07067945371642537,0.5587521686050246,1.108847431613395
cCON,linear,auto,1.0608183551394486,0.6285460273687079,0.5562205230354045,0.07232550433330343,0.5587521686050246,1.108847431613395
cCON,linear,auto,1.0765923315324526,0.6293060020362191,0.5567268521493285,0.07257914988689063,0.5587521686050246,1.108847431613395
cCON,linear,auto,1.0926008611173783,0.6303191412606921,0.5572331812632525,0.07308595999743961,0.5587521686050246,1.108847431613395
cCON,linear,auto,1.108847431613395,0.6314588627636463,0.5587521686050246,0.07270669415862163,0.5587521686050246,1.108847431613395
cCON,linear,auto,1.125335582600765,0.6324717614898068,0.5582471245903745,0.07422463689943226,0.5587521686050246,1.108847431613395
cCON,linear,auto,1.142068906292,0.633231736157318,0.5577407954764505,0.07549094068086748,0.5587521686050246,1.108847431613395
cCON,linear,auto,1.1590510483144822,0.6341184534355184,0.5567281372486024,0.07739031618691605,0.5587521686050246,1.108847431613395
cCON,linear,auto,1.1762857085047236,0.6346251032138591,0.5562218081346784,0.07840329507918076,0.5587521686050246,1.108847431613395
cCON,linear,auto,1.1937766417144364,0.6352584154367851,0.5557141939214804,0.07954422151530471,0.5587521686050246,1.108847431613395
cCON,linear,auto,1.2115276586285884,0.6358916474936068,0.5541952065797082,0.0816964409138986,0.5587521686050246,1.108847431613395
cCON,linear,auto,1.2295426265956224,0.6366515419950136,0.5541952065797083,0.08245633541530528,0.5587521686050246,1.108847431613395
cCON,linear,auto,1.2478254704700216,0.6375379386087974,0.5536875923665103,0.08385034624228704,0.5587521686050246,1.108847431613395
cCON,linear,auto,1.2663801734674032,0.6386778204439598,0.5531799781533123,0.0854978422906475,0.5587521686050246,1.108847431613395
cCON,linear,auto,1.2852107780323265,0.6403242718913589,0.5531786930540384,0.08714557883732044,0.5587521686050246,1.108847431613395
cCON,linear,auto,1.3043213867190053,0.641210828837351,0.5546976803958106,0.08651314844154046,0.5587521686050246,1.108847431613395
cCON,linear,auto,1.3237161630851169,0.6424772929509943,0.5541900661826127,0.08828722676838163,0.5587521686050246,1.108847431613395
cCON,linear,auto,1.3433993325989002,0.6432371874524013,0.5552027244104606,0.08803446304194074,0.5587521686050246,1.108847431613395
cCON,linear,auto,1.3633751835597434,0.6441235840661851,0.5557090535243846,0.08841453054180048,0.5587521686050246,1.108847431613395
cCON,linear,auto,1.3836480680324597,0.6445034912338365,0.5531774079547643,0.09132608327907221,0.5587521686050246,1.108847431613395
cCON,linear,auto,1.4042224027954555,0.6460232802366503,0.5521660348261903,0.09385724541046003,0.5587521686050246,1.108847431613395
cCON,linear,auto,1.425102670302998,0.6472899848486062,0.5501420034697679,0.09714798137883829,0.5587521686050246,1.108847431613395
cCON,linear,auto,1.4462934196617905,0.6475433097377767,0.548621731028722,0.09892157870905471,0.5587521686050246,1.108847431613395
cCON,linear,auto,1.4677992676220695,0.6491898413512799,0.5471027436869498,0.1020870976643301,0.5587521686050246,1.108847431613395
cCON,linear,auto,1.4896248995834391,0.6498228329097891,0.5476103579001478,0.10221247500964137,0.5587521686050246,1.108847431613395
cCON,linear,auto,1.5117750706156623,0.6508359721342621,0.5481179721133458,0.10271800002091636,0.5587521686050246,1.108847431613395
cCON,linear,auto,1.5342546064946287,0.651595786469565,0.5486255863265438,0.10297020014302116,0.5587521686050246,1.108847431613395
cCON,linear,auto,1.5570684047537309,0.6523558413031803,0.5496382445543919,0.10271759674878833,0.5587521686050246,1.108847431613395
cCON,linear,auto,1.5802214357508702,0.6529890733600019,0.5511598020947119,0.10182927126528996,0.5587521686050246,1.108847431613395
cCON,linear,auto,1.6037187437513303,0.6536223054168235,0.5526787894364841,0.10094351598033946,0.5587521686050246,1.108847431613395
cCON,linear,auto,1.6275654480267538,0.6551420944196374,0.5516648461093621,0.10347724831027538,0.5587521686050246,1.108847431613395
cCON,linear,auto,1.6517667439704578,0.6556488243640823,0.5516648461093621,0.10398397825472028,0.5587521686050246,1.108847431613395
cCON,linear,auto,1.6763279042293355,0.656155474142423,0.5531851185504081,0.10297035559201495,0.5587521686050246,1.108847431613395
cCON,linear,auto,1.701254279852589,0.6566620437546596,0.5536914476643321,0.10297059609032755,0.5587521686050246,1.108847431613395
cCON,linear,auto,1.7265513014575404,0.6571684530346878,0.5526787894364841,0.10448966359820377,0.5587521686050246,1.108847431613395
cCON,linear,auto,1.7522244804127836,0.6576751028130285,0.5536927327636061,0.10398237004942246,0.5587521686050246,1.108847431613395
cCON,linear,auto,1.7782794100389228,0.65805500998068,0.5541990618775301,0.10385594810314991,0.5587521686050246,1.108847431613395
